20mW_0mM_TEMPO_T1_Time_s,20mW_0mM_TEMPO_T1_Intensity,20mW_0mM_TEMPO_T2_Time_s,20mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T1_Time_s,30mW_0mM_TEMPO_T1_Intensity,30mW_0mM_TEMPO_T2_Time_s,30mW_0mM_TEMPO_T2_Intensity,30mW_0mM_TEMPO_T3_Time_s,30mW_0mM_TEMPO_T3_Intensity,40mW_0mM_TEMPO_T1_Time_s,40mW_0mM_TEMPO_T1_Intensity,40mW_0mM_TEMPO_T2_Time_s,40mW_0mM_TEMPO_T2_Intensity,20mW_1mM_TEMPO_T1_Time_s,20mW_1mM_TEMPO_T1_Intensity,20mW_1mM_TEMPO_T2_Time_s,20mW_1mM_TEMPO_T2_Intensity,30mW_1mM_TEMPO_T1_Time_s,30mW_1mM_TEMPO_T1_Intensity,30mW_1mM_TEMPO_T2_Time_s,30mW_1mM_TEMPO_T2_Intensity,40mW_1mM_TEMPO_T1_Time_s,40mW_1mM_TEMPO_T1_Intensity,40mW_1mM_TEMPO_T2_Time_s,40mW_1mM_TEMPO_T2_Intensity,20mW_5mM_TEMPO_T1_Time_s,20mW_5mM_TEMPO_T1_Intensity,20mW_5mM_TEMPO_T2_Time_s,20mW_5mM_TEMPO_T2_Intensity,30mW_5mM_TEMPO_T1_Time_s,30mW_5mM_TEMPO_T1_Intensity,30mW_5mM_TEMPO_T2_Time_s,30mW_5mM_TEMPO_T2_Intensity,40mW_5mM_TEMPO_T2_Time_s,40mW_5mM_TEMPO_T2_Intensity
4.319,184.327151,4.768,203.2199897,6.901,229.5177743,5.301,214.7279753,4.676,194.1628027,5.8,206.9979392,4.874,189.7243689,5.413,129.1901082,5.161,113.5734158,4.827,144.7223081,5.175,140.1494075,5.727,173.7078825,9.426,181.2065945,6.147,3.595863611,5.231,3.533258804,5.475,8.133594187,5.376,3.5019564,5.426,57.8438949
4.368,186.4137043,4.819,204.7372488,6.926,229.748068,5.328,215.4734673,4.727,195.5899021,5.825,206.4848016,4.899,189.3889748,5.514,134.6331788,5.211,116.3755796,4.876,148.2823287,5.2,140.763524,5.751,174.5430191,9.476,179.672849,6.197,3.653996646,5.283,3.574622694,5.55,9.853549469,5.401,3.617104528,5.5,62.74446162
4.394,187.2699639,4.844,205.8047398,6.976,229.4482226,5.376,216.2591448,4.751,196.8196806,5.875,206.8294693,4.949,189.8794436,5.539,136.2112313,5.263,119.5749614,4.926,147.4142195,5.25,143.8933539,5.801,175.5131376,9.526,181.4770737,6.248,3.725544997,5.332,3.493012856,5.625,11.65567356,5.475,3.77529346,5.55,64.39515714
4.419,188.1715611,4.895,206.7666151,7.026,230.4590417,5.426,215.7769191,4.801,198.3189078,5.925,206.6836682,4.999,190.6342092,5.59,139.4683153,5.312,123.2205049,4.951,150.0267903,5.275,145.4817105,5.876,176.309119,9.576,178.9577537,6.274,3.658468418,5.384,3.514812745,5.725,14.54443823,5.501,4.007266629,5.602,67.10716126
4.47,190.3518805,4.92,207.615662,7.077,229.2354456,5.476,216.4502834,4.827,198.8985059,5.975,206.7372488,5.024,190.6970634,5.642,142.6099948,5.337,123.2153529,5.001,151.1674395,5.326,147.6862442,5.951,177.1473467,9.652,180.7161257,6.35,3.570150922,5.434,3.510340973,5.826,17.53158189,5.526,4.088876467,5.65,68.28541989
4.495,191.628542,4.972,208.2323545,7.101,230.127254,5.501,217.306543,4.876,200.0118496,6.001,206.1164348,5.074,190.8073158,5.666,143.825863,5.388,128.0195775,5.076,154.6666667,5.375,149.9763009,6.051,176.7357032,9.727,181.2241113,6.376,3.65902739,5.485,3.544997205,5.876,19.3666853,5.601,4.537730576,5.701,71.22977846
4.546,193.4992272,4.997,209.2168985,7.151,229.5692942,5.551,217.7279753,4.901,200.7120041,6.052,206.8248326,5.099,190.8294693,5.716,146.8387429,5.44,129.8588357,5.101,155.9015971,5.425,151.7882535,6.102,178.049459,9.802,182.3910355,6.425,3.692006708,5.511,3.548351034,5.926,21.16825042,5.651,4.806595864,5.75,73.14786193
4.597,195.5517774,5.022,210.0690366,7.201,230.1586811,5.577,218.1056157,4.951,201.6331788,6.1,206.5543534,5.149,191.5672334,5.767,149.6002061,5.49,132.5852653,5.151,158.7671303,5.45,153.2349304,6.202,177.7578568,9.876,178.7815559,6.477,3.683063164,5.613,3.409167132,5.975,22.96254891,5.675,5.129681386,5.801,75.70324575
4.623,196.4183411,5.073,211.1622875,7.251,229.820711,5.626,218.5873261,5.001,203.0613086,6.125,206.3549717,5.199,192.1458011,5.818,152.2787223,5.54,135.2658423,5.175,160.4224626,5.5,153.9572385,6.251,180.6429675,9.952,183.1669243,6.502,3.705422023,5.663,3.477920626,6.025,25.09167132,5.727,5.591391839,5.85,78.17207625
4.648,197.0947965,5.098,211.929933,7.277,229.4549201,5.651,219.4291602,5.076,204.4611025,6.175,206.6707883,5.224,192.4842865,5.868,154.9556929,5.567,136.264812,5.201,158.4822257,5.551,157.7310665,6.301,183.7424008,10.003,180.6841834,6.552,3.630519843,5.715,3.508664058,6.075,27.41643376,5.775,6.199552823,5.901,80.94848016
4.698,199.124678,5.123,212.1710459,7.326,230.6697579,5.702,219.0561566,5.101,205.2272025,6.2,205.8578053,5.299,192.566203,5.895,156.548171,5.616,138.5105616,5.251,160.4095827,5.6,157.1463163,6.376,181.6249356,10.028,180.558475,6.604,3.713247624,5.789,3.496925657,6.125,29.14589156,5.826,6.912241476,5.95,83.51622875
4.725,199.2787223,5.174,213.3049974,7.351,229.3833076,5.727,220.1952602,5.151,206.3235446,6.25,206.877898,5.349,193.2539928,5.919,155.9675425,5.667,141.0329727,5.301,161.1329212,5.625,158.0180319,6.427,185.0484286,10.102,179.0525502,6.654,3.664058133,5.816,3.514253773,6.15,30.4097261,5.875,7.701509223,6,85.63936115
4.75,200.5528078,5.225,214.4224626,7.376,229.4605873,5.776,221.0149408,5.176,207.0252447,6.3,206.0273055,5.399,192.8351365,5.995,160.9783617,5.717,143.2436888,5.351,162.1761978,5.676,161.50644,6.451,184.0267903,10.152,178.9562081,6.679,3.72275014,5.866,3.534935718,6.202,32.94186696,5.925,8.759642258,6.05,89.0927357
4.8,202.0855229,5.251,214.6816074,7.451,229.5899021,5.801,220.6862442,5.226,207.5950541,6.326,206.0927357,5.424,193.4997424,6.02,161.5904173,5.769,145.7861927,5.376,164.2771767,5.727,161.3359093,6.501,182.5641422,10.202,179.7269449,6.706,3.789267747,5.917,3.541643376,6.25,34.74846283,5.975,9.761878144,6.1,91.21380732
4.825,202.6053581,5.301,215.6063885,7.476,229.6939722,5.851,221.4750129,5.251,207.750644,6.375,206.298815,5.474,193.4075219,6.07,164.5193199,5.818,148.1638331,5.426,165.2225657,5.75,163.249356,6.527,183.0159711,10.252,178.4461618,6.756,3.698714366,5.943,3.57685858,6.3,37.42984908,6.002,10.26551146,6.15,93.55641422
4.851,203.5316847,5.352,216.859866,7.526,229.7624936,5.876,221.1442555,5.326,209.1931994,6.425,206.2550232,5.526,194.2107161,6.122,165.9902112,5.87,149.5595054,5.451,164.631118,5.8,164.0927357,6.576,183.3642452,10.301,178.7939207,6.782,3.7490218,5.993,3.560648407,6.35,39.83454444,6.051,11.09726104,6.2,96.64193715
4.876,204.5497166,5.378,217.1607419,7.551,229.3518805,5.927,222.2112313,5.351,209.698609,6.451,206.5579598,5.675,194.4332818,6.172,168.8031942,5.895,150.7042761,5.501,166.4698609,5.85,167.7166409,6.627,183.4193715,10.352,179.7676455,6.833,3.684181107,6.045,3.505869201,6.375,41.33370598,6.102,12.67411962,6.225,98.16692427
4.953,206.2266873,5.428,217.8500773,7.601,230.2709943,5.951,222.4106131,5.401,210.0422463,6.5,205.6929418,5.849,194.859866,6.197,168.6713035,5.945,152.6264812,5.576,169.0030912,5.9,166.7150953,6.676,183.3008758,10.427,178.7109737,6.883,3.742314142,6.094,3.616545556,6.426,43.37115707,6.126,13.4784796,6.275,100.9216899
5.003,207.7094281,5.479,219.0875837,7.627,229.9927872,6.001,222.693457,5.426,210.423493,6.526,205.9237506,5.95,195.2498712,6.248,170.9000515,5.97,154.6950026,5.626,168.7630088,5.95,170.3312725,6.726,183.8109222,10.476,179.6295724,6.909,3.66685299,6.12,3.514812745,6.502,46.92789268,6.176,15.00335383,6.326,103.3797012
5.054,208.6269964,5.53,219.9520866,7.701,230.015456,6.027,222.9526018,5.451,210.8979907,6.55,206.2823287,5.999,195.7552808,6.275,171.8145286,6.021,155.2405976,5.676,169.87017,5.975,170.7418856,6.801,183.1004637,10.526,179.7789799,6.984,3.720514254,6.171,3.622694243,6.55,49.15818893,6.202,15.95081051,6.375,106.6836682
5.079,209.3101494,5.606,220.812983,7.751,229.1107676,6.051,223.1664091,5.501,211.6532715,6.601,205.9866048,6.051,195.4811953,6.349,172.3518805,6.071,157.1020093,5.726,172.1081917,6.025,168.7295209,6.851,184.6146316,10.576,178.5162287,7.01,3.735606484,6.221,3.576299609,6.575,50.87702627,6.275,18.30128563,6.4,107.8480165
5.13,210.6826378,5.657,222.0149408,7.801,230.4343122,6.101,223.4770737,5.576,212.7779495,6.651,206.2421432,6.099,195.8572901,6.375,174.9201443,6.122,159.4291602,5.801,172.2967543,6.076,170.7949511,6.927,183.5625966,10.627,178.2395672,7.06,3.733370598,6.272,3.54667412,6.626,53.20346562,6.3,19.21408608,6.475,112.2143225
5.156,210.7614632,5.682,221.6099948,7.826,229.3086038,6.178,223.4781041,5.651,212.862442,6.726,205.7712519,6.174,195.6306028,6.45,178.3044822,6.173,159.9891808,5.851,173.4368882,6.126,171.3446677,6.976,185.0381247,10.727,179.3745492,7.086,3.827277809,6.348,3.538848519,6.676,56.1078815,6.325,20.04695361,6.575,117.5595054
5.206,212.4291602,5.733,222.1875322,7.876,229.9392066,6.226,224.0293663,5.701,214.0381247,6.75,205.3992787,6.225,195.6553323,6.477,179.0654302,6.199,161.0664606,5.901,174.1432251,6.176,172.6651211,7.002,184.6862442,10.777,178.4353426,7.111,3.782001118,6.4,3.579653438,6.726,57.66629402,6.375,21.94466182,6.626,119.8665636
5.233,212.8238022,5.784,223.4554353,7.926,229.1689851,6.277,224.3750644,5.751,214.2725399,6.775,205.5311695,6.249,195.8268934,6.526,179.9556929,6.248,162.1612571,5.951,174.9587841,6.201,173.2421432,7.076,183.8469861,10.877,177.438949,7.187,3.963107881,6.45,3.589714925,6.801,61.41866965,6.401,23.01229737,6.675,124.3060278
5.283,213.8320453,5.81,223.5528078,7.976,230.3771252,6.326,224.701185,5.776,214.381762,6.8,205.6713035,6.299,195.7315817,6.578,182.0293663,6.273,163.0015456,5.976,175.0829469,6.25,174.0814013,7.126,184.3286965,10.928,179.0293663,7.214,3.906092789,6.475,3.581889324,6.826,61.65958636,6.451,24.93348239,6.701,123.8979907
5.308,214.807831,5.86,224.2431736,8.001,230.0489438,6.401,224.6058733,5.826,215.0525502,6.851,205.5476558,6.326,195.8196806,6.602,181.6919114,6.324,165.0772798,6.026,176.5270479,6.301,174.1061309,7.176,185.6774858,11.028,179.0273055,7.263,3.942984908,6.553,3.586920067,6.876,64.53884852,6.501,26.93795416,6.75,127.1952602
5.333,214.8748068,5.912,224.9185987,8.026,229.0185471,6.451,225.2488408,5.876,214.9587841,6.925,205.3905204,6.375,195.2879959,6.652,183.0365791,6.375,167.2869655,6.076,176.3848532,6.35,174.4775889,7.227,184.0901597,11.076,177.4276146,7.315,4.173281163,6.577,3.563443264,6.901,65.24874231,6.525,28.19675797,6.775,128.0587326
5.385,215.5100464,5.936,224.9747553,8.076,230.0613086,6.501,225.4399794,5.926,215.5486862,6.975,204.615662,6.399,196.3997939,6.704,185.5615662,6.4,167.3750644,6.126,179.0602782,6.401,176.5275631,7.302,185.6537867,11.203,177.6161772,7.342,4.185578535,6.629,3.654555618,6.951,67.25209614,6.575,30.6411403,6.825,131.4399794
5.41,215.9902112,5.987,225.4152499,8.126,229.8608964,6.551,225.7666151,5.951,216.1983514,7.051,205.5028336,6.449,195.7918599,6.728,186.0654302,6.452,168.4255538,6.176,179.0015456,6.45,177.3910355,7.376,185.441525,11.303,176.4796497,7.365,4.365567356,6.679,3.616545556,7.002,69.53884852,6.627,32.8490777,6.85,130.7501288
5.435,216.7485832,6.012,226.0298815,8.151,229.7150953,6.602,225.9010819,6.001,216.4487378,7.125,205.0437919,6.549,196.0072128,6.804,187.0886141,6.501,169.4193715,6.226,180.5347759,6.502,176.8588357,7.427,185.1282844,11.377,177.3539413,7.442,4.57685858,6.729,3.68921185,7.051,71.41475685,6.675,35.19899385,6.9,135.8670788
5.486,217.6445131,6.063,226.0947965,8.201,229.1993818,6.626,226.1664091,6.026,216.5378671,7.15,205.2086553,6.599,196.1962906,6.83,187.877898,6.553,170.0618238,6.276,178.5574446,6.552,178.8742916,7.476,183.5023184,11.452,178.4708913,7.492,4.773616546,6.78,3.724427054,7.101,72.88652879,6.726,37.90832868,6.925,136.8969603
5.536,218.1318908,6.114,226.7496136,8.251,229.5569294,6.676,226.5842349,6.077,217.3209686,7.2,204.5151984,6.649,196.2679031,6.88,188.3276662,6.577,170.9361154,6.326,179.6074189,6.626,178.5847501,7.501,185.5682638,11.503,178.1772282,7.544,5.05254332,6.805,3.600335383,7.151,75.37898267,6.775,39.86305198,6.975,142.2235961
5.562,218.4538897,6.165,227.1787738,8.277,229.7887687,6.726,226.3585781,6.151,217.3920659,7.251,204.8480165,6.7,195.9598145,6.905,189.9448738,6.653,173.0123648,6.377,177.3523957,6.676,179.4198867,7.576,184.8263782,11.703,176.0896445,7.594,5.473448854,6.831,3.68529905,7.177,76.27501397,6.802,41.16936836,7,138.6522411
5.587,218.8737764,6.19,227.7794951,8.326,229.6640907,6.776,226.4100979,6.176,217.8959299,7.276,204.1164348,6.75,196.3137558,6.956,191.0164863,6.704,173.9675425,6.401,179.9469346,6.7,180.1798042,7.627,186.381762,11.752,178.0216383,7.645,5.879821129,6.882,3.79765232,7.226,78.14533259,6.851,44.10955841,7.075,146.0211231
5.639,220.1679547,6.215,227.8284389,8.351,229.5852653,6.851,226.7794951,6.226,217.9881504,7.326,204.6213292,6.775,196.2931479,6.982,191.550747,6.731,173.6671819,6.451,181.5440495,6.75,180.5471406,7.676,186.0984029,11.777,177.6640907,7.695,6.323085523,6.907,3.774175517,7.277,79.85858021,6.876,45.59921744,7.15,148.6460587
5.664,220.1715611,6.242,228.0736734,8.377,229.4374034,6.876,226.7547656,6.301,218.2802679,7.351,204.3199382,6.825,195.7253993,7.059,191.7511592,6.78,175.1952602,6.476,180.3049974,6.801,180.8511077,7.702,185.7897991,11.828,176.5151984,7.747,6.934041364,6.933,3.896590274,7.351,83.85578535,6.927,47.59865847,7.202,150.8171046
5.714,221.1293148,6.317,228.2823287,8.451,228.9057187,6.926,227.2086553,6.377,218.6470891,7.502,204.7831015,6.875,196.4214323,7.108,193.488408,6.805,175.2354456,6.526,181.7398248,6.85,182.6244204,7.776,181.6594539,11.903,177.2421432,7.797,7.420905534,7.009,3.995528228,7.403,85.19508105,6.976,50.76131917,7.251,152.438949
5.741,221.11695,6.368,228.431221,8.477,229.2225657,6.951,226.7156105,6.426,219.5492014,7.603,204.1736218,6.925,196.0350335,7.159,193.9793921,6.856,177.0736734,6.577,181.6378156,6.902,181.9237506,7.802,185.5378671,11.927,177.4734673,7.848,8.10844047,7.061,4.167691448,7.426,85.87926216,7.027,53.31190609,7.3,155.4507986
5.791,221.3508501,6.42,228.9933024,8.526,229.1200412,7.001,226.7449768,6.451,219.1339516,7.675,204.1154044,6.975,195.9232354,7.209,194.9829985,6.931,178.1715611,6.626,181.8717156,6.95,182.2174137,7.851,184.984544,12.002,176.5177743,7.873,8.529346003,7.11,4.258803801,7.476,88.93180548,7.101,56.37730576,7.35,157.9093251
5.817,222.6702731,6.469,229.7542504,8.576,229.2333849,7.026,226.8428645,6.501,219.0293663,7.726,204.0030912,7.025,195.7717671,7.234,195.3111798,6.982,178.2297785,6.676,182.9108707,6.975,183.3523957,7.928,186.5502318,12.027,179.0195775,7.924,9.43432085,7.186,4.608160984,7.502,89.79318055,7.176,60.55841252,7.375,158.6769706
5.867,222.7176713,6.495,229.8212262,8.601,229.239052,7.077,227.3905204,6.526,219.3281813,7.751,203.4878928,7.05,195.8042246,7.285,195.8413189,7.008,179.2612056,6.701,183.2900567,7.026,182.3879444,7.951,186.6553323,12.076,177.3405461,7.975,10.36053661,7.237,4.840134153,7.551,91.84684181,7.201,61.91280045,7.45,160.7460072
5.892,223.3745492,6.571,229.8547141,8.651,228.5919629,7.126,227,6.576,220.194745,7.801,203.675425,7.124,195.7604328,7.31,196.4322514,7.058,179.4162803,6.776,183.1081917,7.1,183.1679547,8.027,185.0458527,12.127,177.2395672,8,10.77138066,7.289,5.182224707,7.601,94.31190609,7.226,63.04415875,7.575,165.4595569
5.943,223.7614632,6.622,230.431221,8.701,229.423493,7.151,227.3874292,6.626,219.7305513,7.851,203.8722308,7.174,195.6058733,7.361,196.9634209,7.108,176.0082432,6.826,184.1756826,7.177,184.0200927,8.051,185.2658423,12.177,178.4183411,8.078,12.30072666,7.339,5.639463387,7.651,96.24482951,7.276,65.72778088,7.751,171.1890778
5.968,223.7681607,6.674,230.3930963,8.726,228.3678516,7.201,227.4791345,6.651,219.7398248,7.902,203.8356517,7.226,195.6975786,7.411,198.3292117,7.135,177.4044307,6.852,184.2740855,7.225,184.0370943,8.101,186.6218444,12.203,176.6774858,8.152,14.05366126,7.365,5.734488541,7.701,98.92286193,7.301,66.28787032,8.075,179.7934055
6.019,224.7187017,6.698,231.1164348,8.751,228.9175683,7.252,227.3503349,6.701,220.3596084,7.926,203.862442,7.274,195.9742401,7.437,199.3709428,7.159,180.7660999,6.901,183.6800618,7.275,187.3858836,8.151,186.1880474,12.252,176.7171561,8.204,15.30296255,7.415,6.258803801,7.751,100.2509782,7.351,69.02683063,8.175,181.8402885
6.045,224.6177228,6.749,231.1679547,8.801,229.5564142,7.301,227.5167439,6.727,220.2261721,7.975,203.6563627,7.35,195.2653272,7.487,198.8495621,7.21,182.36373,6.952,183.3755796,7.302,184.1622875,8.228,186.4296754,12.302,176.9757857,8.254,16.74063723,7.441,6.517048631,7.851,104.4622694,7.401,70.59250978,8.2,177.7511592
6.07,225.0267903,6.8,231.6872746,8.826,228.7831015,7.351,227.8346213,6.776,220.2977846,8.002,203.4054611,7.425,195.8964451,7.513,197.760948,7.236,181.9160227,7.001,185.3730036,7.35,185.7774343,8.276,186.2565688,12.327,177.0999485,8.33,18.76131917,7.493,7.081609838,7.876,105.9066518,7.451,73.98602571,8.251,183.2668727
6.121,225.3683668,6.85,231.6656363,8.876,229.3147862,7.376,227.7022154,6.827,220.8248326,8.051,203.386914,7.475,195.9629057,7.563,199.4018547,7.387,183.6136012,7.026,184.2488408,7.402,185.1128284,8.301,186.5146832,12.377,175.0164863,8.407,20.82448295,7.542,7.83510341,7.926,107.9463387,7.501,75.76299609,8.3,180.4100979
6.173,225.8634724,6.901,231.800103,8.926,228.2359608,7.426,228.1710459,6.951,220.7022154,8.076,202.8346213,7.526,195.2040185,7.614,200.555899,7.463,183.6573931,7.101,185.1257084,7.45,185.197321,8.476,185.5388975,12.427,176.5837197,8.432,21.76746786,7.594,8.528787032,7.976,109.8026831,7.527,76.94801565,8.35,185.6007213
6.222,226.3673364,6.952,231.6996394,8.977,229.4358578,7.451,227.3055126,7.026,220.6790314,8.126,203.2153529,7.55,195.054611,7.665,201.0448223,7.513,185.6378156,7.151,185.8196806,7.501,186.4003091,8.552,185.8397733,12.502,175.6846986,8.533,24.63107881,7.619,8.937954164,8.026,113.7154835,7.576,80.04471772,8.4,185.5600206
6.248,226.5079856,7.003,232.3961875,9.001,228.2529624,7.501,227.7903143,7.101,221.0685214,8.151,203.1617723,7.599,195.1540443,7.69,201.0860381,7.589,186.1937146,7.176,185.8284389,7.526,186.9938176,8.602,185.9670273,12.577,176.3997939,8.559,25.57350475,7.669,9.791503633,8.101,116.4052543,7.602,79.79597541,8.426,182.9891808
6.299,227.2864503,7.054,232.7521896,9.026,228.3348789,7.576,228.0180319,7.151,221.1009789,8.201,203.0463679,7.65,195.4739825,7.766,202.7207625,7.691,187.5785677,7.226,185.2771767,7.576,185.7990726,8.651,184.4765585,12.627,179.5698094,8.611,27.26998323,7.72,10.91112353,8.151,117.6042482,7.676,83.61095584,8.5,186.306543
6.324,226.935085,7.104,232.9309634,9.077,229.0061824,7.626,227.9144771,7.201,221.298815,8.226,203.132406,7.675,195.5085008,7.791,202.4569809,7.767,189.3359093,7.251,185.8320453,7.626,187.0360639,8.751,186.0041216,12.703,176.2292633,8.66,28.93236445,7.745,11.35718278,8.176,120.8915595,7.702,84.43655674,8.551,186.937661
6.375,227.563627,7.155,232.9912416,9.126,228.2905719,7.651,227.8784132,7.251,220.807831,8.276,203.3956723,7.725,195.0149408,7.842,202.7913447,7.969,190.810407,7.351,185.514168,7.677,187.0273055,8.827,187.3853684,12.752,175.9793921,8.737,31.49972051,7.796,12.29737283,8.251,123.1520402,7.751,86.72330911,8.601,188.7959815
6.4,227.6512107,7.181,233.1798042,9.177,228.449253,7.702,227.7027306,7.302,221.1736218,8.301,203.1334364,7.775,195.3523957,7.893,205.179289,8.02,190.3225142,7.401,187.2797527,7.726,186.241628,8.902,185.4693457,12.803,174.8449253,8.762,32.62996087,7.847,13.56120738,8.276,124.0262717,7.776,88.23979877,8.65,187.8722308
6.452,228.2802679,7.231,232.8928387,9.226,228.4374034,7.751,228.1035549,7.352,221.0808861,8.35,202.6543019,7.8,195.0170015,7.943,204.1380732,8.07,189.9963936,7.451,186.573931,7.777,187.758372,8.927,184.5857805,12.852,176.1931994,8.813,34.48910006,7.924,15.6411403,8.326,125.4974846,7.802,89.55002795,8.702,188.5461103
6.476,228.3575477,7.283,233.6136012,9.252,228.3982483,7.777,227.7315817,7.401,221.6048429,8.377,202.7058217,7.85,195.1566203,7.995,206.002576,8.095,190.1499227,7.476,186.9752705,7.901,186.6584235,8.976,188.1458011,12.928,174.9536321,8.864,36.66573505,7.948,16.01453326,8.401,129.5125769,7.851,91.37227501,8.75,189.9263266
6.502,228.0360639,7.308,233.5471406,9.301,228.1865018,7.852,227.7444616,7.451,221.9701185,8.426,202.8825348,7.875,194.9799073,8.019,205.7413704,8.222,190.6331788,7.501,186.4657393,7.951,187.8165894,9.003,188.6573931,12.978,174.5471406,8.889,37.45444382,7.999,17.39239799,8.426,130.569033,7.876,92.66964785,8.801,190.9242658
6.554,228.8516229,7.485,234.4853168,9.352,228.9634209,7.876,227.6573931,7.501,221.6172076,8.451,202.5358063,7.95,195.0499742,8.095,205.3431221,8.4,193.5347759,7.552,188.4059763,8,188.2642968,9.051,185.5842349,13.027,175.8799588,8.941,39.35271101,8.051,18.92621576,8.476,132.2023477,8.002,99.14197876,8.851,189.7449768
6.578,228.7758887,7.511,233.7934055,9.401,228.1875322,7.926,227.5971149,7.526,221.6790314,8.5,202.7841319,7.974,194.7372488,8.171,205.2885111,8.475,191.9598145,7.601,187.1236476,8.027,187.0412159,9.128,188.0757342,13.077,176.1354972,8.99,41.32699832,8.077,19.43096702,8.526,133.9167132,8.051,100.8641699,8.9,191.5455951
6.654,229.0314271,7.562,234.244204,9.451,228.6702731,7.976,228.5919629,7.577,221.7928903,8.551,202.3019062,8.026,195.1607419,8.196,205.5059248,8.576,192.7243689,7.651,187.2447192,8.075,187.2627512,9.176,185.2735703,13.127,175.7928903,9.067,44.68026831,8.126,20.86249301,8.601,138.6031302,8.102,103.7009503,8.95,191.7681607
6.705,229.374034,7.588,234.0288511,9.501,227.8310149,8.002,227.6481195,7.626,221.6393612,8.601,202.4616177,8.075,194.3003606,8.246,205.6110252,8.88,194.1452859,7.677,187.4111283,8.127,188.1514683,9.227,185.1179804,13.177,175.6409067,9.092,45.30855226,8.178,22.31134712,8.651,139.7328116,8.151,105.7820011,9.002,190.9536321
6.73,229.3086038,7.639,234.111798,9.526,228.438949,8.052,227.9675425,7.651,221.7320969,8.675,201.9464194,8.126,194.9654817,8.298,206.0030912,8.93,194.4358578,7.726,187.6470891,8.151,188.3436373,9.252,185.3657908,13.227,175.4904688,9.144,47.50810509,8.228,23.98099497,8.676,141.803801,8.201,107.7473449,9.026,191.5224111
6.782,230.4013395,7.689,234.3482741,9.576,228.2277177,8.126,227.5146832,7.726,221.4878928,8.726,202.0309119,8.175,193.7970118,8.348,208.7320969,9.309,197.3343637,7.776,187.5744462,8.226,189.5007728,9.302,185.3147862,13.327,175.5960845,9.168,48.43935159,8.28,25.83174958,8.726,142.9161543,8.251,110.2252655,9.075,192.8706852
6.807,229.5780526,7.714,234.3462133,9.601,227.6177228,8.152,227.3369397,7.826,222.005152,8.751,201.865018,8.225,194.6424523,8.399,207.7243689,9.387,196.6836682,7.826,189.758372,8.251,188.119526,9.351,184.88305,13.377,172.379186,9.221,50.65064282,8.329,27.38345444,8.776,145.0821688,8.301,111.9832309,9.101,192.7990726
6.858,230.4368882,7.74,234.0551262,9.627,228.368882,8.201,227.6630603,7.876,221.6996394,8.801,201.8438949,8.275,193.9057187,8.449,207.550747,9.462,195.5275631,7.876,187.1396188,8.276,188.9366306,9.427,183.4502834,13.427,174.4796497,9.271,52.44661822,8.38,29.31246506,8.802,145.1632197,8.326,112.6959195,9.151,193.1205564
6.908,230.3565173,7.79,234.1524987,9.676,228.2591448,8.226,227.9062339,7.926,221.8268934,8.826,201.9526018,8.35,194.2684183,8.5,208.0133952,9.562,196.1494075,7.901,187.2339001,8.35,189.8897476,9.476,184.0144256,13.477,175.241628,9.321,54.49357183,8.431,31.21743991,8.851,146.5517049,8.503,123.2537731,9.226,193.6326636
6.934,230.8263782,7.816,234.558475,9.751,228.3745492,8.276,227.6944874,7.977,222.132406,8.876,201.7089129,8.426,194.3292117,8.55,209.6872746,9.589,195.5486862,7.951,187.9788769,8.401,188.3812468,9.528,185.1931994,13.553,174.7094281,9.372,56.42593628,8.482,33.15818893,8.902,148.0994969,8.576,126.4684181,9.276,193.7831015
6.959,231.2179289,7.866,234.5213807,9.776,228.2498712,8.301,227.5502318,8.026,221.7655848,8.927,201.6846986,8.475,194.0170015,8.575,208.3601236,9.639,195.628542,7.976,187.1679547,8.426,188.3523957,9.576,184.8907779,13.577,173.6743946,9.423,58.22526551,8.533,34.92901062,8.951,150.1011738,8.627,128.3756288,9.325,196.1004637
7.01,230.9582689,7.893,234.6620299,9.827,227.5347759,8.353,227.8938691,8.078,221.7181865,8.951,201.6166924,8.6,193.9850592,8.626,207.9356002,9.715,196.2086553,8.026,186.935085,8.477,187.5105616,9.628,183.5883565,13.653,173.7202473,9.449,59.41866965,8.583,36.93292342,9.003,150.6948016,8.651,130.8552264,9.376,191.1725914
7.037,231.3884596,7.943,234.5754766,9.876,227.6816074,8.426,227.2921175,8.126,221.7058217,8.975,201.6125708,8.626,193.6980938,8.651,208.0298815,9.765,197.8974755,8.101,188.2050489,8.551,187.8433797,9.652,184.6048429,13.727,174.9474498,9.499,61.7138066,8.609,37.75069871,9.051,153.1112353,8.702,132.1704863,9.425,191.8454405
7.086,231.368882,7.993,234.379186,9.902,226.9185987,8.452,227.7851623,8.176,221.3225142,9.027,201.4889232,8.725,193.3153014,8.677,208.2035033,9.79,196.1952602,8.153,187.0123648,8.601,185.8212262,9.702,184.2740855,13.828,174.7851623,9.551,63.62045836,8.66,39.62493013,9.102,154.0899944,8.727,131.392957,9.476,196.1257084
